gene,environment,n_replicates,replicate_pre_effects,replicate_post_effects,mean_pre_effect,mean_post_effect,suppression_fraction,category,baseline_effect_size_pass,baseline_direction_concordant,post_direction_concordant,replicate_retention_eligible
AL513323.1,hydrogel,2,0.000274979;0.000451582,0.000677204;0.00111739,0.00036328062783996806,0.0008972961450048889,,insufficient,False,False,True,False
AL513323.1,plastic,2,0.000758649;-0.0064693,9.117e-05;0.000723126,-0.0028553244769549124,0.00040714789437990007,,insufficient,False,False,True,False
AL513324.1,hydrogel,2,0.00044783;0.000740045,0.00100639;0.00233707,0.0005939376652909778,0.001671731076778482,,insufficient,False,False,True,False
AL513324.1,plastic,2,0.00119;-0.554372,0.000141697;0.00125045,-0.27659086900732044,0.0006960758487834506,,insufficient,False,False,True,False
AL513325.1,hydrogel,2,-0.0317327;-0.0972025,0.00258453;0.00599835,-0.06446761738877504,0.004291443016220087,,insufficient,False,False,True,False
AL513325.1,plastic,2,-0.0903021;-0.00151953,0.000489418;0.00388188,-0.045910792321005034,0.0021856474460899555,,insufficient,False,False,True,False
AL513327.1,hydrogel,2,-0.343219;-0.205872,-0.382057;0.0674405,-0.2745455260774854,-0.1573081270538199,,insufficient,False,False,False,False
AL513327.1,plastic,2,0.238374;-0.262054,0.323342;0.446708,-0.011840078356184947,0.3850248064776003,,insufficient,False,False,True,False
AL513327.2,hydrogel,2,0.000401015;0.000658564,-0.0170558;0.00162954,0.0005297891106599284,-0.007713106809804859,,insufficient,False,False,False,False
AL513327.2,plastic,2,0.00110637;-0.000412804,0.000132957;0.00105457,0.00034678477351990367,0.0005937627947798507,,insufficient,False,False,True,False
AL513328.1,hydrogel,2,-0.0818006;-0.188327,0.264694;0.0663905,-0.13506395117889747,0.1655422125108065,,insufficient,False,False,True,False
AL513328.1,plastic,2,-0.0720956;-0.0471426,0.000183863;0.102724,-0.05961905363396949,0.051454063128262506,,insufficient,False,False,True,False
AL513331.1,hydrogel,2,-0.0832932;0.00153714,0.00230513;0.00380347,-0.040878049101364944,0.0030543039921899773,,insufficient,False,False,True,False
AL513331.1,plastic,2,0.00258236;-0.000963516,0.000310333;0.00246145,0.0008094232784400246,0.0013858896487699557,,insufficient,False,False,True,False
AL513348.1,hydrogel,2,0.00023738;0.000389836,0.000584608;0.000964604,0.0003136080805750119,0.0007746059111750636,,insufficient,False,False,True,False
AL513348.1,plastic,2,0.000654916;-0.000244359,-0.00526167;0.00062425,0.00020527886475507628,-0.0023187082637747825,,insufficient,False,False,False,False
AL513365.1,hydrogel,2,-0.118838;0.0503566,0.00115278;-0.0363948,-0.03424063971227349,-0.017621020160798,,insufficient,False,False,False,False
AL513365.1,plastic,2,0.0909482;0.157871,0.0416756;-0.224549,0.12440977023247148,-0.09143656007300999,,insufficient,False,False,False,False
AL513412.1,hydrogel,2,0.0700568;0.00167978,0.00251904;0.00415642,0.035868292087745,0.003337727269094981,,insufficient,False,False,True,False
AL513412.1,plastic,2,0.00282199;-0.0240642,0.000339131;0.00268986,-0.010621124833735007,0.0015144928875600039,,insufficient,False,False,True,False
AL513422.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513422.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513423.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513423.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513475.1,hydrogel,2,-0.148838;0.00275212,0.00257443;0.0068098,-0.07304299410327997,0.00469211455089491,,insufficient,False,False,True,False
AL513475.1,plastic,2,0.00411473;-0.00172509,0.000555625;0.0421083,0.0011948190979000906,0.02133197392706998,,insufficient,False,False,True,False
AL513475.2,hydrogel,2,-0.0393361;-0.07565,-0.0242136;0.062116,-0.0574930880811457,0.018951219036103403,,insufficient,False,False,False,False
AL513475.2,plastic,2,-0.0343758;-0.000392093,0.0396052;-0.181572,-0.017383926978936995,-0.07098323279574914,,insufficient,False,False,False,False
AL513477.1,hydrogel,2,-0.0108908;-0.217432,-0.166311;-0.468741,-0.11416118711727496,-0.317526254157795,,insufficient,False,False,True,False
AL513477.1,plastic,2,0.354807;-0.688468,-0.25343;1.43427,-0.16683054430519495,0.5904195604556646,,insufficient,False,False,False,False
AL513477.2,hydrogel,2,0.372012;-0.370711,-0.153956;-0.132768,0.0006504951082699773,-0.143361964124755,,insufficient,False,False,True,False
AL513477.2,plastic,2,0.167207;0.400542,0.14935;0.0355828,0.28387451667475516,0.09246619564529501,,insufficient,False,False,True,False
AL513478.2,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513478.2,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513478.4,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513478.4,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513479.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513479.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513480.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513480.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513485.1,hydrogel,2,0.000274979;0.000451582,0.000677204;0.00111739,0.00036328062783996806,0.0008972961450048889,,insufficient,False,False,True,False
AL513485.1,plastic,2,0.000758649;-0.0064693,9.117e-05;0.000723126,-0.0028553244769549124,0.00040714789437990007,,insufficient,False,False,True,False
AL513487.1,hydrogel,2,0.000794764;0.0013052,0.0019573;0.00322956,0.0010499801035250833,0.0025934306071400126,,insufficient,False,False,True,False
AL513487.1,plastic,2,0.0021927;-0.0544578,0.000263506;0.00209003,-0.026132573473640064,0.0011767684691549318,,insufficient,False,False,True,False
AL513493.1,hydrogel,2,0.00104065;0.00170901,0.00256287;0.00422874,0.0013748307413248284,0.0033958054178500063,,insufficient,False,False,True,False
AL513493.1,plastic,2,0.0028711;-0.0947181,0.000345032;0.00273666,-0.04592352563329993,0.0015408458325899543,,insufficient,False,False,True,False
AL513497.1,hydrogel,2,0.0102264;-0.105856,0.195087;-0.205446,-0.04781486753214503,-0.0051794001612249785,,insufficient,False,False,False,False
AL513497.1,plastic,2,-0.266528;0.0417663,-0.219376;-0.0280589,-0.11238082647759995,-0.12371756859774008,,insufficient,False,False,True,False
AL513523.1,hydrogel,2,-0.0786066;0.530241,0.331191;0.333697,0.22581694883732983,0.33244374372507013,,insufficient,False,False,True,False
AL513523.1,plastic,2,-0.0390313;0.16938,-0.255077;0.0053438,0.06517447919047992,-0.12486675763823507,,insufficient,False,False,False,False
AL513523.2,hydrogel,2,0.000539713;0.00088634,0.00132918;0.00219315,0.0007130264732950753,0.0017611616385400097,,insufficient,False,False,True,False
AL513523.2,plastic,2,0.00148903;-0.0248396,0.000178943;0.00141931,-0.011675262394815089,0.0007991266392948226,,insufficient,False,False,True,False
AL513523.3,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513523.3,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513523.4,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513523.4,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513524.1,hydrogel,2,0.00172804;0.00283786,0.00253861;0.00702196,0.002282952213960021,0.0047802857746548355,,insufficient,False,False,True,False
AL513524.1,plastic,2,0.00412449;-0.27391,0.000572937;0.00454431,-0.13489299616398243,0.0025586257996250694,,insufficient,False,False,True,False
AL513533.1,hydrogel,2,0.00150629;0.0024737,0.00370962;0.00612088,0.0019899966811000036,0.004915253425795019,,insufficient,False,False,True,False
AL513533.1,plastic,2,0.207479;-0.00155057,0.000499416;0.00396117,0.1029643938145599,0.002230294974330027,,insufficient,False,False,True,False
AL513534.1,hydrogel,2,0.000466319;-0.153838,0.00104087;-0.0370256,-0.0766858203599222,-0.017992357644397602,,insufficient,False,False,False,False
AL513534.1,plastic,2,-0.259844;0.0425216,0.120078;0.102356,-0.10866104581915058,0.11121710003673345,,insufficient,False,False,True,False
AL513534.2,hydrogel,2,-0.479361;-0.616005,-0.608546;0.00401981,-0.547682545971985,-0.3022632397828855,0.4481050345571048,partially_retained,True,False,False,False
AL513534.2,plastic,2,-0.0244215;0.255823,-0.374741;0.658766,0.1157008694990398,0.14201249705050456,,insufficient,False,False,False,False
AL513534.3,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513534.3,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL513542.1,hydrogel,2,0.00157893;-0.06845,0.00388852;0.00641606,-0.03343550954102992,0.005152290606885157,,insufficient,False,False,True,False
AL513542.1,plastic,2,0.00435618;-0.00162535,0.0005235;0.146238,0.0013654122069050034,0.07338079741707992,,insufficient,False,False,True,False
AL513548.1,hydrogel,2,-0.349455;-0.163681,0.0327172;-0.26458,-0.2565684539787747,-0.11593153435547476,,insufficient,False,False,False,False
AL513548.1,plastic,2,-0.548661;-0.781284,0.184054;0.332576,-0.6649725721769448,0.2583147748578454,1.3884592924068897,suppressed,True,True,True,True
AL513548.2,hydrogel,2,0.000491414;0.000807022,0.00121023;-0.00905853,0.000649218313315103,-0.003924149462880111,,insufficient,False,False,False,False
AL513548.2,plastic,2,0.00135578;-0.0115613,0.00016293;0.0012923,-0.005102746468819808,0.000727613445380193,,insufficient,False,False,True,False
AL513548.3,hydrogel,2,-0.35618;-0.0265739,0.0880889;-0.146246,-0.19137710821082554,-0.029078526746625477,,insufficient,False,False,False,False
AL513548.3,plastic,2,0.00214397;0.0851819,0.000255093;-0.211792,0.04366293468900956,-0.1057685600277905,,insufficient,False,False,False,False
AL513548.4,hydrogel,2,-0.49577;-0.46068,-0.199824;-0.0310691,-0.47822501465547007,-0.11544643468686511,,insufficient,False,False,True,False
AL513548.4,plastic,2,-0.0711085;0.236808,0.225918;0.393626,0.08284962749504499,0.30977203061258507,,insufficient,False,False,True,False
AL513550.1,hydrogel,2,-0.43032;0.198257,0.204877;0.235109,-0.11603159828403031,0.2199930092638347,,insufficient,False,False,True,False
AL513550.1,plastic,2,0.242831;0.0815805,-0.000927234;0.226037,0.1622056645260299,0.11255512621711539,,insufficient,False,False,False,False
AL583722.1,hydrogel,2,0.390722;-0.341241,0.493669;0.543063,0.02474021502770496,0.5183658113778051,,insufficient,False,False,True,False
AL583722.1,plastic,2,0.00269287;-0.0386667,0.589632;0.154619,-0.017986916310705148,0.3721255404772901,,insufficient,False,False,True,False
AL583722.2,hydrogel,2,0.135327;0.00100299,0.0921837;0.0576315,0.068164787618468,0.07490761197646398,,insufficient,False,False,True,False
AL583722.2,plastic,2,0.00160859;-0.179331,0.000191396;-0.362519,-0.08886121219731599,-0.181164023481196,,insufficient,False,False,False,False
AL583722.3,hydrogel,2,-0.138481;0.000977946,0.00132114;0.00249027,-0.06875147315297847,0.0019057061626915062,,insufficient,False,False,True,False
AL583722.3,plastic,2,0.00156787;0.0431048,-0.254554;0.111161,0.022336337817372487,-0.071696305265945,,insufficient,False,False,False,False
AL583785.1,hydrogel,2,0.000539713;0.00088634,0.00132918;0.00219315,0.0007130264732950753,0.0017611616385400097,,insufficient,False,False,True,False
AL583785.1,plastic,2,0.00148903;-0.0248396,0.000178943;0.00141931,-0.011675262394815089,0.0007991266392948226,,insufficient,False,False,True,False
AL583803.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583803.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583804.1,hydrogel,2,0.000274979;0.000451582,0.000677204;0.00111739,0.00036328062783996806,0.0008972961450048889,,insufficient,False,False,True,False
AL583804.1,plastic,2,0.000758649;-0.0064693,9.117e-05;0.000723126,-0.0028553244769549124,0.00040714789437990007,,insufficient,False,False,True,False
AL583805.1,hydrogel,2,0.0522964;0.000951982,-0.0394078;0.0179934,0.02662419510049855,-0.010707201244019596,,insufficient,False,False,False,False
AL583805.1,plastic,2,-0.0413779;-0.00060306,0.000181967;-0.53732,-0.020990455436997544,-0.26856907350971515,,insufficient,False,False,False,False
AL583805.2,hydrogel,2,0.000249242;0.000409316,0.00061382;0.0010128,0.000329278771554975,0.0008133122156999129,,insufficient,False,False,True,False
AL583805.2,plastic,2,0.000687642;-0.000256569,8.26368e-05;-0.00495178,0.00021553645011018752,-0.0024345718620997214,,insufficient,False,False,False,False
AL583807.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583807.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583808.1,hydrogel,2,0.000282461;0.000467046,0.000630269;-0.176544,0.00037475349724197526,-0.08795699215614555,,insufficient,False,False,False,False
AL583808.1,plastic,2,0.000748417;-0.172579,-0.0407904;-0.0415195,-0.08591513999341255,-0.041154936012534005,,insufficient,False,False,True,False
AL583809.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583809.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583810.1,hydrogel,2,0.000507038;-0.0105742,0.00124871;0.00206037,-0.005033586053665218,0.0016545374175851446,,insufficient,False,False,True,False
AL583810.1,plastic,2,0.0128058;-0.000521943,0.00016811;0.00133338,0.0061419146297301275,0.0007507459265299055,,insufficient,False,False,True,False
AL583810.2,hydrogel,2,0.000435831;-0.178287,0.117784;0.107419,-0.0889256026699984,0.1126015362300363,,insufficient,False,False,True,False
AL583810.2,plastic,2,-0.0685107;-0.0853339,0.000137269;0.00122503,-0.07692230211328765,0.000681148613366548,,insufficient,False,False,True,False
AL583810.3,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583810.3,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583824.1,hydrogel,2,0.047148;-0.0817218,-0.356621;0.0677905,-0.017286932626432494,-0.14441499143192,,insufficient,False,False,False,False
AL583824.1,plastic,2,-0.0368443;-0.0908088,0.000194963;0.00173413,-0.06382653269246552,0.0009645447938159968,,insufficient,False,False,True,False
AL583825.1,hydrogel,2,0.000347987;0.00140114,0.000724104;0.00544502,0.0008745614820084846,0.0030845611894299574,,insufficient,False,False,True,False
AL583825.1,plastic,2,0.00143531;-0.424961,0.000102088;0.00448818,-0.2117626091771545,0.0022951324255330308,,insufficient,False,False,True,False
AL583827.1,hydrogel,2,0.000387094;0.00063988,-0.0766173;0.0016279,0.0005134870581355311,-0.03749468275325801,,insufficient,False,False,False,False
AL583827.1,plastic,2,0.00102702;-0.414112,-0.0453019;0.00108408,-0.20654271448783298,-0.02210892113159152,,insufficient,False,False,False,False
AL583829.1,hydrogel,2,0.000620381;0.00101882,0.00152784;0.0164777,0.0008195982505698751,0.009002781452259967,,insufficient,False,False,True,False
AL583829.1,plastic,2,0.00171159;-0.000638618,0.000205689;0.0155882,0.0005364855335450169,0.007896956869440253,,insufficient,False,False,True,False
AL583832.1,hydrogel,2,-0.15942;0.00114584,-0.386306;0.00291487,-0.0791370859088395,-0.191695376177446,,insufficient,False,False,False,False
AL583832.1,plastic,2,0.0529284;-0.000725938,0.000218904;0.00194099,0.026101240707889994,0.001079945964358009,,insufficient,False,False,True,False
AL583834.1,hydrogel,2,0.000712788;0.00117836,-0.415934;-0.255213,0.0009455716525544888,-0.335573738410697,,insufficient,False,False,True,False
AL583834.1,plastic,2,-0.112496;-0.0499771,-0.0843536;0.00199764,-0.08123638977440797,-0.04117797423015698,,insufficient,False,False,False,False
AL583835.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583835.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583835.2,hydrogel,2,0.000845371;0.00139701,0.00189937;0.234386,0.0011211926052339949,0.11814283328422201,,insufficient,False,False,True,False
AL583835.2,plastic,2,-0.0868054;-0.0569749,-0.696896;0.00236094,-0.071890118264365,-0.3472677215705995,,insufficient,False,False,False,False
AL583836.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583836.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583839.1,hydrogel,2,0.000490951;0.000811249,0.00110418;0.00206014,0.0006510997144590358,0.001582158633861519,,insufficient,False,False,True,False
AL583839.1,plastic,2,0.001305;-0.595612,0.000155409;0.00137001,-0.2971535958643453,0.0007627074653319688,,insufficient,False,False,True,False
AL583843.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583843.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583844.1,hydrogel,2,0.000232763;0.000384918,-0.0333715;0.144189,0.0003088409062459996,0.05540889285587103,,insufficient,False,False,False,False
AL583844.1,plastic,2,0.000616385;-0.199677,7.33078e-05;0.00113244,-0.09953047091755202,0.0006028731970335599,,insufficient,False,False,True,False
AL583852.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583852.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583854.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583854.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583856.1,hydrogel,2,0.16349;0.27453,0.0221233;0.00415436,0.21900994648331495,0.01313884435057,,insufficient,False,False,True,False
AL583856.1,plastic,2,0.0894234;-0.0189377,0.208305;0.0525244,0.03524283580299503,0.13041493452456998,,insufficient,False,False,True,False
AL583856.2,hydrogel,2,-0.674301;-0.417448,0.0040781;0.0105893,-0.5458744266425951,0.007333717620635061,1.0134348070960957,suppressed,True,False,True,False
AL583856.2,plastic,2,0.297076;-0.149781,0.00171975;0.00507668,0.07364718412424998,0.00339821565614995,,insufficient,False,False,True,False
AL583859.1,hydrogel,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583859.1,plastic,2,0;0,0;0,0.0,0.0,,insufficient,False,False,True,False
AL583859.2,hydrogel,2,-0.0822195;-0.253978,-0.102032;0.00145529,-0.16809863318149199,-0.05028847400701397,,insufficient,False,False,False,False
AL583859.2,plastic,2,0.000915633;-0.091183,0.000108923;0.00097003,-0.045133659277257016,0.0005394764212079961,,insufficient,False,False,True,False
AL583859.3,hydrogel,2,0.00052916;0.0547284,-0.0399115;-0.0426416,0.02762875915133499,-0.04127657257365,,insufficient,False,False,True,False
